ID,예민함정도,의견수용,말수,시간약속,리더십,체력,청결민감도,여행일정강도,국내or해외,산or바다,계획or즉흥,랜드마크,코골이,웨이팅,여행희망지역,싫어하는기후,여행목적,숙소유형,기상시간,여행예산,Summary,Profile,Rec_People,Rec_Travel
403,매우 둔감,매우 완고,매우 많다,종종 늦음,무조건 리드,4,매우 둔감,매우 여유있게,해외,산,즉흥 여행,무조건 다 봄,코골이 안함,기다림,"국내,유럽,동남아","상관없음,습함,더움","미식,액티비티,쇼핑","에어비엔비,게스트하우스,콘도",오전 8-9시,400만원 이상,"저는 여행 중 체력적으로 힘든 경험이 있었지만, 그리 큰 문제로 여기지 않습니다. 이번 여행에서 다양한 랜드마크를 즉흥적으로 즐기면서 미식 활동을 하고 싶고, 그래서 제 여행에서 절대 빠져서는 안 될 요소입니다. 함께 여행할 사람은 의견이 강하지 않아 제 리드를 따라올 수 있는 사람이면 좋겠습니다. 이번 여행이 유럽이나 동남아에서 쇼핑을 하고 많은 경험을 쌓음을 기대하고 있고, 이를 통해 제 삶에 새로운 활력을 얻고자 합니다. 다소 여유로운 일정 속에서도 다양한 즐거움을 나누고자 합니다.","이 사용자는 국내 지역을 선호하고, 상관없음 기후를 피하고 싶어해요. 여행 목적은 쇼핑이며, 게스트하우스에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
404,매우 둔감,수용적,매우 적다,자주 늦음,리드하는편,3,매우 민감,꽤 빡빡하게,국내,바다,즉흥 여행,무조건 다 봄,코골이 함,다른 곳 간다,"세계일주,중국&몽골,동남아","상관없음,추움,습함","공연&경기관람,기록,쇼핑","게스트하우스,3성이하 호텔,상관없음",오전 9-10시,400만원 이상,"저는 여행 중 일정이 빡빡할 때 자주 늦는 편이라 시간 약속에 압박을 느끼는 것이 최악의 경험이었습니다. 여행에서는 공연이나 경기를 관람하는 것이 중요한데, 이를 놓치지 않으려면 시간 관리가 필수적이라 이번에는 더 신경 쓰고 싶어요. 청결을 중요시하기 때문에 깔끔함을 갖춘 일행과 함께 여행하는 게 좋습니다. 기대되는 점은 즉흥적으로 국내의 다양한 바다 지역을 여행하며 힐링할 수 있을 것이고, 이것이 제 삶에 색다른 여유를 줄 수 있는 의미 있는 경험이 되길 바랍니다. 웨이팅 없이 편한 숙소에서 아침 9-10시쯤 느긋하게 일어나는 여정이 제 삶에 큰 충전이 됩니다.","이 사용자는 세계일주 지역을 선호하고, 상관없음 기후를 피하고 싶어해요. 여행 목적은 공연&경기관람이며, 상관없음에서 머무는 걸 좋아하고 오전 9-10시쯤 기상하는 편이에요.",,
405,둔감,매우 수용적,많다,매우 정확,무조건 따름,1,꽤 민감,꽤 여유있게,해외,산,즉흥 여행,무조건 다 봄,코골이 안함,기다림,"국내,동남아,일본","상관없음,습함,건조함","사람&관계,미식,기록","콘도,민박,4-5성급호텔",오전 10시 이후,300-400만원,"저는 여행 중에 일정이 빡빡해서 체력이 부족해진 경험이 최악이었어요, 그래서 이번에는 여유 있는 일정을 기대하고 있어요. 여행에서 중요한 건 맛있는 음식이니 미식 체험이 꼭 있어야 합니다. 동행자는 제 의견을 지지해주고 리더 역할을 하면 좋겠어요. 이번 여행에서는 다양한 랜드마크를 보며 기록하고 싶은 기대가 큽니다. 더불어, 이 여행이 사람들과의 관계를 넓히고 제 삶에 새로운 경험과 의미를 더해주었으면 합니다.","이 사용자는 동남아 지역을 선호하고, 건조함 기후를 피하고 싶어해요. 여행 목적은 미식이며, 콘도에서 머무는 걸 좋아하고 오전 10시 이후쯤 기상하는 편이에요.",,
406,보통,매우 완고,매우 적다,매우 정확,무조건 리드,5,꽤 민감,매우 여유있게,해외,산,즉흥 여행,적당히 봄,코골이 안함,기다림,"미국,유럽,그 외","습함,더움,쌀쌀함","휴식,도전과성장,공연&경기관람","상관없음,콘도,펜션",오전 9-10시,200-300만원,"여행 중 최악의 경험은 습하고 더운 날씨로 인해 불쾌한 기분을 느끼는 것입니다. 이번 여행에서는 공연이나 경기를 관람하는 것을 꼭 하고 싶어요. 함께 여행할 사람은 책임감이 강하고 제가 리드할 수 있는 관계가 좋습니다. 이번 여행에서 가장 기대하는 것은 새로운 도전과 성장을 통해 얻는 성취감이며, 쉬면서 편안한 시간을 보내는 것도 중요합니다. 이 여행이 제 삶에 휴식과 동시에 새로운 경험을 통해 한층 더 성장할 수 있는 기회가 되기를 바랍니다.","이 사용자는 유럽 지역을 선호하고, 습함 기후를 피하고 싶어해요. 여행 목적은 도전과성장이며, 상관없음에서 머무는 걸 좋아하고 오전 9-10시쯤 기상하는 편이에요.",,
407,꽤 민감,다소 완고,많다,종종 늦음,따르는 편,2,보통,매우 여유있게,국내,산,즉흥 여행,무조건 다 봄,코골이 안함,기다림,"유럽,그 외,미국","건조함,습함,상관없음","미식,공연&경기관람,사람&관계","상관없음,게스트하우스,콘도",오전 10시 이후,100만원 이하,"여행 중 최악의 경험은 아마도 공연이나 경기 티켓을 놓쳤던 순간일 것입니다. 이번 여행에서는 현지의 미식과 함께 꼭 공연이나 경기를 관람하고 싶어요. 함께 여행을 가고 싶은 사람은 저와 비슷하게 즉흥적인 여행을 즐기며 많은 대화를 나눌 수 있는 사람입니다. 이번 여행에서 가장 기대하는 것은 새로운 사람들과의 만남을 통해 관계를 구축하는 것이고, 이러한 경험들이 삶에 새로운 영감을 주었으면 합니다. 여행의 여유로운 일정 속에서 이런 다양한 경험들을 통해 제가 한층 더 성장할 수 있기를 바랍니다.","이 사용자는 유럽 지역을 선호하고, 습함 기후를 피하고 싶어해요. 여행 목적은 공연&경기관람이며, 콘도에서 머무는 걸 좋아하고 오전 10시 이후쯤 기상하는 편이에요.",,
408,매우 민감,다소 완고,매우 많다,보통,따르는 편,5,매우 둔감,꽤 빡빡하게,국내,바다,즉흥 여행,적당히 봄,코골이 함,기다림,"국내,중국&몽골,유럽","건조함,습함,더움","휴식,기록,액티비티","콘도,민박,펜션",오전 8-9시,200-300만원,"저는 여행 중 특히 덥고 습한 기후를 싫어해서 그런 환경에서의 경험이 가장 기억에 남을 만큼 최악이라고 할 수 있습니다. 이번 여행에서는 다양한 활동을 즐길 수 있는 기회와 이를 기록할 수 있는 도구가 꼭 필요하다고 생각해요. 함께 여행하고 싶은 사람은 저처럼 즉흥적인 계획을 좋아하고, 때때로 저의 많은 말을 잘 들어줄 수 있는 사람입니다. 이번 여행에서 가장 기대하는 것은 새로운 문화와 환경에서의 활발한 액티비티입니다. 이 여행이 제 삶에 활력을 주고 새로운 시각을 열어주는 경험이 되었으면 좋겠습니다.","이 사용자는 유럽 지역을 선호하고, 건조함 기후를 피하고 싶어해요. 여행 목적은 액티비티이며, 민박에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
409,보통,다소 완고,보통,자주 늦음,보통,5,꽤 민감,매우 여유있게,해외,바다,즉흥 여행,적당히 봄,코골이 안함,기다림,"국내,세계일주,동남아","건조함,습함,상관없음","도전과성장,공연&경기관람,사람&관계","펜션,3성이하 호텔,에어비엔비",오전 10시 이후,400만원 이상,"저는 여유로운 일정을 선호하는 즉흥 여행자로, 세계 일주 동안 공연과 경기를 관람하는 것을 기대하고 있습니다. 예전에 너무 타이트하게 짜인 일정으로 피로를 느낀 적이 있어 이번 여행에서는 충분히 휴식할 수 있는 여유를 확보하는 것이 중요합니다. 동행자로는 유연하며 기다림에 관대하고 일정을 큰 틀에서 이해하는 사람이면 좋겠고, 이는 제 의견 수용도가 다소 낮은 성향 때문입니다. 이번 여행은 삶의 새로운 도전과 성장을 위한 계기가 되기를 바라며, 숙소는 청결한 펜션이나 에어비앤비에서 편안히 쉴 수 있도록 준비하고자 합니다. 경제적으로는 400만원 이상을 준비해 부담 없이 다녀오기를 기대합니다.","이 사용자는 세계일주 지역을 선호하고, 건조함 기후를 피하고 싶어해요. 여행 목적은 공연&경기관람이며, 펜션에서 머무는 걸 좋아하고 오전 10시 이후쯤 기상하는 편이에요.",,
410,둔감,수용적,매우 적다,자주 늦음,보통,2,매우 둔감,매우 여유있게,해외,바다,계획 여행,무조건 다 봄,코골이 함,기다림,"동남아,세계일주,국내","건조함,상관없음,쌀쌀함","쇼핑,기록,문화&역사체험","콘도,상관없음,민박",오전 9-10시,100만원 이하,"저는 둔감한 성격 때문에 여행 중 겪는 불편함을 크게 신경 쓰지 않지만, 계획했던 일정을 소화하지 못하게 되면 아쉬운 마음이 듭니다. 이번 여행에서는 여유로운 일정 속에서도 모든 랜드마크를 볼 수 있도록 계획적으로 움직이는 것이 중요하다고 생각합니다. 말수가 적고 둔감한 편이라, 여행을 함께 할 사람은 열린 마음으로 소통하는 데 문제가 없는 사람일수록 좋습니다. 이번 여행에서 가장 기대하는 것은 다양한 문화와 역사를 체험하며 그 경험을 기록하는 것입니다. 이러한 여행이 제 삶에 새로운 관점과 소중한 기억을 더해줄 것으로 기대하고 있습니다.","이 사용자는 세계일주 지역을 선호하고, 상관없음 기후를 피하고 싶어해요. 여행 목적은 문화&역사체험이며, 상관없음에서 머무는 걸 좋아하고 오전 9-10시쯤 기상하는 편이에요.",,
411,매우 민감,매우 수용적,매우 많다,보통,무조건 리드,2,꽤 민감,매우 여유있게,해외,산,계획 여행,무조건 다 봄,코골이 함,다른 곳 간다,"중국&몽골,유럽,그 외","추움,쌀쌀함,더움","문화&역사체험,액티비티,미식","에어비엔비,3성이하 호텔,4-5성급호텔",오전 8-9시,400만원 이상,"저는 여행 중에서 날씨가 제 마음에 들지 않았을 때 조금 힘들었던 경험이 있습니다. 그래서 추운 기후는 최대한 피하고 싶고, 다음 여행에서는 문화와 역사 체험에 필요한 자료나 안내서가 꼭 있었으면 좋겠습니다. 말이 많은 저와 함께 여행할 사람은 대화가 많은 걸 즐기고, 제 의견에도 잘 공감해줄 수 있는 수용적인 분이면 좋겠어요. 이번 여행에서 가장 기대하는 것은 새로운 지역의 문화와 역사를 깊이 체험해보는 것이고, 이를 통해 제 삶에 좀 더 풍부한 경험과 지식을 쌓고 싶습니다. 4-5성급 호텔에서 편안하게 쉬며 여유롭게 여행 일정을 소화하는 시간이 제게 큰 의미가 될 것입니다.","이 사용자는 그 외 지역을 선호하고, 추움 기후를 피하고 싶어해요. 여행 목적은 문화&역사체험이며, 4-5성급호텔에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
412,매우 민감,매우 수용적,보통,매우 정확,무조건 리드,4,둔감,매우 여유있게,국내,바다,즉흥 여행,무조건 다 봄,코골이 함,기다림,"중국&몽골,미국,세계일주","더움,건조함,추움","휴식,공연&경기관람,쇼핑","상관없음,4-5성급호텔,에어비엔비",오전 9-10시,300-400만원,여행 중 최악의 경험은 날씨가 너무 덥거나 춥고 건조한 환경일 때입니다. 이번 여행에서는 공연이나 경기를 편하게 즐길 수 있도록 4-5성급 호텔에서 머물기를 희망합니다. 함께 여행을 가고 싶은 사람은 계획이 바뀌어도 유연하게 대처할 수 있고 서로 의견을 잘 조율할 수 있는 사람이면 좋겠습니다. 이번 여행에서 가장 기대하는 것은 여유롭게 다양한 공연과 경기를 관람하며 휴식을 취하는 것입니다. 이 여행이 삶의 활력을 불어넣어 일상에서 벗어나 재충전할 수 있는 의미 있는 시간이 되었으면 합니다.,"이 사용자는 중국&몽골 지역을 선호하고, 추움 기후를 피하고 싶어해요. 여행 목적은 공연&경기관람이며, 4-5성급호텔에서 머무는 걸 좋아하고 오전 9-10시쯤 기상하는 편이에요.",,
413,꽤 민감,매우 완고,적다,꽤 정확,무조건 따름,4,매우 민감,매우 여유있게,해외,바다,즉흥 여행,무조건 다 봄,코골이 안함,다른 곳 간다,"미국,중국&몽골,동남아","상관없음,건조함,더움","휴식,도전과성장,기록","에어비엔비,4-5성급호텔,콘도",오전 8-9시,200-300만원,"저는 여행 중에 매우 기다리는 것이나 예정에 없던 일이 발생할 때 곤란함을 느낄 수 있습니다. 이번 여행에서는 깨끗한 숙소와 자유로운 일정, 그리고 편안한 휴식이 필수적이에요. 저는 대화를 많이 하지 않는 성향이라, 같이 여행을 가는 사람도 말수가 적고 시간을 잘 지키는 분이면 좋겠습니다. 이번 미국 여행에서는 새로운 도전과 기록을 위한 여유로운 시간을 기대하고 있습니다. 이번 여행을 통해 제 삶에서 성장을 경험하고 그 과정을 기록으로 남기는 의미를 가졌으면 합니다.","이 사용자는 미국 지역을 선호하고, 상관없음 기후를 피하고 싶어해요. 여행 목적은 휴식이며, 에어비엔비에서 머무는 걸 좋아하고 오전 8-9시쯤 기상하는 편이에요.",,
